Date,EventId,AccountNtDomain,AccountName,logontype,TotalLogons
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,58
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,34
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,1
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,1865
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,5
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,898
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,522616
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,80
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,58
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,17
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,10,2
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,87818
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,25
3/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,32
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,1
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,14034
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,245
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,2
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,1
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,19
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,25
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,14
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,2
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,23
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,16
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,1
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,1567
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,5,1
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,91
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,6
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,817
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,459974
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,56
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,64
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,30
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,88999
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,25
3/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,42
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,121
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,13102
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,248
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,23
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,1
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,7
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,22
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,4
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,8
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,24
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,5
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,47
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,1822
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,5,1
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,7
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,10,2
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,770
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,470986
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,89
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,61
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,32
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,1
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,10,1
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,78174
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,66
3/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,7
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,1
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,8420
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,255
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,5
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,24
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,13
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,550
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,26
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,4
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,845
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,562376
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,87
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,74
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,38
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,79525
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,31
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,5,1
3/8/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,26
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,7851
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,230
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,5
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,25
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,1
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,8
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,203
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,5
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,624
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,424519
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,95
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,44
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,32
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,84325
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,24
3/9/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,5,1
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,26
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,31
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,12474
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,226
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,69
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,5
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,2
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,20
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,5
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,316
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,9
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,45
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,15
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,1760
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,1
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,20
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,4016
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,5
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,710
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,387808
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,103
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,30
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,18
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,10,5
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,11,530
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,84490
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,27
3/10/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,32
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,3
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,14073
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,241
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,66
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,1
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,23
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,5
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,573
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,99
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,64
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,27
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,1767
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,23
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,1
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,3837
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,5,1
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,24
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,5
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,804
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,448398
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,128
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,77
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,28
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,86425
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,25
3/11/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,33
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,14
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,14879
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,181
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,6
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,3
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,35
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,4
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,362
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,78
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,41
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,20
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,1772
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,14
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,2
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,4003
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,4,3
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,5,1
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,76
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,6
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,850
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,512292
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,264
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,66
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,35
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,10,2
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,89616
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,26
3/12/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,61
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,11
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,15304
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,223
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,21
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,1
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,25
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,10
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,142
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,192
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,30
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,36
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,83
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,50
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,6
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,2924
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,5,1
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,75
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,7
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,911
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,549934
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,279
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,59
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,28
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,10,2
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,91121
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,26
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,5,2
3/13/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,49
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,5
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,14559
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,229
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,100
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,1
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,15
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,25
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,21
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,3
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,12
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,6
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,19
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,1
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,2650
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,5,1
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,125
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,9
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,13
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,11,1
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,836
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,539782
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,10,1
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,290
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,66
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,39
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,87181
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,25
3/14/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
3/15/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,16
3/15/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,3
3/15/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,9965
3/15/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,233
3/15/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,6
3/15/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,1
3/15/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,25
3/15/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,1
3/15/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,13
3/15/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,6
3/15/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,1547
